TRGID,UPC,Title,ProgramName,MasterProgramName,CategoryName,Manufacturer,LocationNotListable,ProductStatus,MR_LMR_UPC_AverageCategoryRetail,UPCRetail,Classification_PHYSICAL CONDITION,Classification_CONDITION,Classification_TECHNICAL FUNCTIONALITY,PalletLocationID,RTVType,Tag_NotListedReason,Tag_VenueExclusivity,Serialized,FirstStoredOnListableLocationOn
TRG00376,00100000376,Item 376 TVs,WFS-OVERFLOW,Walmart Computer Parts (Finished),TVs,Sony,FALSE,Active,$135.32,$204.41,Damaged,B,Functional,,,,,N,2026-08-28
TRG00377,00100000377,Item 377 Computers,DALLX-HEADPHONES,Specialty,Computers,Sony,FALSE,Active,$98.72,$240.92,Fair,A,Functional,PAL-25,,,,Y,2026-08-19
TRG00378,00100000378,Item 378 TVs,WFS-OVERFLOW,Walmart Computer Parts (Finished),TVs,HP,FALSE,Active,$208.41,$99.92,Damaged,B,Functional,,RTV Liquidate,,,N,2026-09-08
TRG00379,00100000379,Item 379 Computers,DALLX-HEADPHONES,Walmart Monitors (Finished),Computers,Sony,FALSE,Active,$248.48,$129.49,Very Good,B,Functional,PAL-20,Non RTV,,,N,2026-08-26
TRG00380,00100000380,Item 380 Headphones,WFS-OVERFLOW,Warehouse Direct,Headphones,Dell,FALSE,Active,$228.25,$222.66,Damaged,A,Functional,,,,,N,2026-08-23
TRG00381,00100000381,Item 381 Computers,BRTON-WM-FOO,Walmart Headphones & Speakers (Not Apple) (Finished),Computers,Sony,FALSE,Active,$251.80,$174.49,Good,C,Functional,,RTV Liquidate,,,N,2026-09-01
TRG00382,00100000382,Item 382 Tablets,MIAFL-HEAD-OFFICE,Open Box Returns,Tablets,Dell,FALSE,Active,$92.67,$161.30,Damaged,B,Functional,,RTV,,,N,2026-08-18
TRG00383,00100000383,Item 383 TVs,PHXAZ-RETURNS,Walmart Headphones & Speakers (Not Apple) (Finished),TVs,HP,FALSE,Active,$134.86,$74.68,Damaged,A,Functional,,RTV Liquidate,,,N,2026-08-09
TRG00384,00100000384,Item 384 Headphones,MILON-WM-DOTCA-RTV,Walmart Computer Parts (Finished),Headphones,Dell,FALSE,Active,$72.85,$191.28,Fair,C,Functional,,,,,N,2026-09-14
TRG00385,00100000385,Item 385 Tablets,MILON-WM-DOTCA-RTV,Walmart Finished Goods Wide Sku (Finished),Tablets,Lenovo,FALSE,Active,$256.27,$110.82,Good,A,Functional,,,,,N,2026-08-30
TRG00386,00100000386,Item 386 Tablets,BRTON-WM-FOO,Open Box Returns,Tablets,HP,FALSE,Active,$108.71,$178.90,Damaged,C,Functional,,RTV Liquidate,,,N,2026-08-26
TRG00387,00100000387,Item 387 Headphones,BRTON-WM-BAR,Specialty,Headphones,HP,FALSE,Active,$207.86,$241.42,Fair,C,Functional,PAL-36,,,,N,2026-08-06
TRG00388,00100000388,Item 388 Computers,BRTON-WM-FOO,Walmart Computers Parts (Finished),Computers,HP,FALSE,Active,$69.79,$227.89,Very Good,C,Functional,,,,,Y,2026-08-24
TRG00389,00100000389,Item 389 Monitors,BRTON-WM-BAR,Walmart Finished Goods Wide Sku (Finished),Monitors,Dell,FALSE,Active,$72.18,$106.90,Damaged,C,Functional,,,,,N,2026-08-06
TRG00390,00100000390,Item 390 Computers,WFS-OVERFLOW,Open Box Returns,Computers,HP,FALSE,Active,$106.63,$250.36,Fair,A,Functional,,RTV Liquidate,,,N,2026-08-28
TRG00391,00100000391,Item 391 Computers,WFS-OVERFLOW,Walmart Finished Goods Wide Sku (Finished),Computers,Sony,FALSE,Active,$66.65,$196.45,Good,A,Functional,,Non RTV,,,Y,2026-08-12
TRG00391,00100000391,Item 391 duplicate last,WFS-OVERFLOW,Walmart Finished Goods Wide Sku (Finished),Computers,Dell,FALSE,Active,$66.65,$196.45,Good,A,Functional,,Non RTV,,,N,2026-08-12
TRG00392,00100000392,Item 392 Monitors,MIAFL-HEAD-OFFICE,Open Box Returns,Monitors,HP,FALSE,Active,$250.71,$155.13,Good,C,Functional,PAL-20,RTV,,,N,2026-09-10
TRG00393,00100000393,Item 393 TVs,MIAFL-HEAD-OFFICE,Walmart Computer Parts (Finished),TVs,Sony,FALSE,Active,$71.20,$60.95,Good,B,Functional,,,,,N,2026-08-10
TRG00394,00100000394,Item 394 TVs,DALLX-HEADPHONES,Open Box Returns,TVs,Dell,FALSE,Active,$110.73,$227.85,Fair,A,Functional,,RTV Liquidate,,,N,2026-08-08
TRG00395,00100000395,Item 395 Headphones,BRTON-WM-FOO,Walmart Headphones & Speakers (Not Apple) (Finished),Headphones,Sony,FALSE,Active,$100.04,$239.62,Damaged,B,Functional,,RTV Liquidate,,,N,2026-08-07
TRG00396,00100000396,Item 396 Headphones,WFS-OVERFLOW,Walmart Computers Parts (Finished),Headphones,HP,FALSE,Active,$155.17,$130.31,Good,A,Functional,,Non RTV,,,N,2026-09-08
TRG00397,00100000397,Item 397 Computers,BRTON-WM-FOO,Warehouse Direct,Computers,Dell,FALSE,Active,$234.37,$202.72,Good,C,Functional,,,,,N,2026-09-07
TRG00398,00100000398,Item 398 Monitors,BRTON-WM-BAR,Walmart Computers Parts (Finished),Monitors,HP,FALSE,Active,$124.67,$61.81,Damaged,B,Functional,,RTV Liquidate,,,N,2026-08-06
TRG00399,00100000399,Item 399 TVs,PHXAZ-RETURNS,Warehouse Direct,TVs,Dell,FALSE,Active,$41.67,$46.42,Fair,C,Functional,,RTV Liquidate,,,N,2026-09-10
TRG00400,00100000400,Item 400 Tablets,MIAFL-HEAD-OFFICE,Walmart Headphones & Speakers (Not Apple) (Finished),Tablets,Samsung,TRUE,Active,$205.80,$106.02,Good,B,Functional,,RTV Liquidate,,,N,2026-08-25
TRG00401,00100000401,Item 401 Tablets,DALLX-HEADPHONES,Walmart Monitors (Finished),Tablets,Dell,FALSE,Active,$70.24,$262.14,Good,A,Functional,,,,,N,2026-08-16
TRG00402,00100000402,Item 402 TVs,WFS-OVERFLOW,Open Box Returns,TVs,Sony,FALSE,Active,$214.30,$108.34,Very Good,C,Functional,,RTV Liquidate,,,Y,2026-09-09
TRG00403,00100000403,Item 403 Computers,WFS-OVERFLOW,Walmart Headphones & Speakers (Not Apple) (Finished),Computers,Dell,FALSE,Active,$251.39,$224.72,Very Good,A,Functional,PAL-80,RTV Liquidate,,,N,2026-09-12
TRG00404,00100000404,Item 404 Headphones,BRTON-WM-FOO,Walmart Finished Goods Wide Sku (Finished),Headphones,HP,FALSE,Active,$91.23,$71.06,Fair,B,Functional,,Non RTV,,,Y,2026-08-15
TRG00405,00100000405,Item 405 Monitors,MIAFL-HEAD-OFFICE,Walmart Computer Parts (Finished),Monitors,Lenovo,TRUE,Active,$95.41,$124.22,Fair,B,Functional,,Non RTV,,,N,2026-09-14
TRG00406,00100000406,Item 406 Computers,BRTON-WM-FOO,Walmart Headphones & Speakers (Not Apple) (Finished),Computers,Samsung,FALSE,Active,$140.89,$243.82,Damaged,B,Functional,PAL-52,Non RTV,,,N,2026-09-14
TRG00407,00100000407,Item 407 Headphones,BRTON-LENOVO-DC-400,Walmart Computers Parts (Finished),Headphones,Samsung,TRUE,Active,$78.79,$261.08,Very Good,A,Functional,,,,,N,2026-09-13
TRG00408,00100000408,Item 408 Monitors,DALLX-HEADPHONES,Walmart Finished Goods Wide Sku (Finished),Monitors,Lenovo,FALSE,Active,$186.78,$138.78,Damaged,A,Functional,,,,,Y,2026-08-26
TRG00408,00100000408,Item 408 duplicate last,DALLX-HEADPHONES,Walmart Finished Goods Wide Sku (Finished),Monitors,Dell,FALSE,Active,$186.78,$138.78,Damaged,A,Functional,,,,,N,2026-08-26
TRG00409,00100000409,Item 409 Headphones,BRTON-WM-FOO,Walmart Computer Parts (Finished),Headphones,Dell,FALSE,Active,$121.65,$83.27,Fair,A,Functional,,,,,N,2026-09-15
TRG00410,00100000410,Item 410 Monitors,DS-MONTERREY,Specialty,Monitors,HP,FALSE,Active,$55.73,$60.76,Good,C,Functional,PAL-66,Non RTV,,,N,2026-08-12
TRG00411,00100000411,Item 411 Headphones,PHXAZ-RETURNS,Walmart Monitors (Finished),Headphones,Lenovo,FALSE,Active,$159.83,$189.37,Fair,A,Functional,PAL-45,Non RTV,,,N,2026-08-13
TRG00412,00100000412,Item 412 Tablets,WFS-OVERFLOW,Walmart Computers Parts (Finished),Tablets,Dell,TRUE,Active,$122.40,$98.34,Very Good,B,Functional,,Non RTV,,,N,2026-08-28
TRG00413,00100000413,Item 413 Computers,DALLX-HEADPHONES,Open Box Returns,Computers,Lenovo,FALSE,Active,$50.86,$171.34,Damaged,B,Functional,,Non RTV,,,N,2026-08-23
TRG00414,00100000414,Item 414 Headphones,MILON-WM-DOTCA-RTV,Open Box Returns,Headphones,Sony,FALSE,Active,$162.94,$209.47,Very Good,B,Functional,,RTV Liquidate,,,N,2026-08-18
TRG00415,00100000415,Item 415 Tablets,BRTON-WM-FOO,Walmart Headphones & Speakers (Not Apple) (Finished),Tablets,Samsung,FALSE,Active,$134.54,$78.82,Very Good,C,Functional,PAL-61,Non RTV,,,N,2026-08-06
TRG00416,00100000416,Item 416 Computers,WFS-OVERFLOW,Specialty,Computers,HP,FALSE,Active,$155.55,$246.74,Good,B,Functional,,RTV,,,N,2026-08-23
TRG00417,00100000417,Item 417 Computers,MIAFL-HEAD-OFFICE,Walmart Finished Goods Wide Sku (Finished),Computers,Lenovo,FALSE,Active,$114.17,$193.46,Fair,A,Functional,,,,,N,2026-08-08
TRG00418,00100000418,Item 418 Computers,PHXAZ-RETURNS,Open Box Returns,Computers,HP,FALSE,Active,$112.33,$132.51,Damaged,B,Functional,PAL-47,RTV Liquidate,,,N,2026-08-25
TRG00419,00100000419,Item 419 Monitors,DALLX-HEADPHONES,Walmart Computer Parts (Finished),Monitors,Dell,FALSE,Active,$238.49,$77.20,Very Good,C,Functional,,,,,N,2026-09-02
TRG00420,00100000420,Item 420 Tablets,DALLX-HEADPHONES,Walmart Computer Parts (Finished),Tablets,Samsung,FALSE,Active,$79.17,$118.19,Damaged,A,Functional,,,,,N,2026-09-07
TRG00421,00100000421,Item 421 Monitors,PHXAZ-RETURNS,Walmart Headphones & Speakers (Not Apple) (Finished),Monitors,Sony,FALSE,Active,$47.98,$229.07,Very Good,B,Functional,PAL-50,Non RTV,,,N,2026-08-17
TRG00422,00100000422,Item 422 TVs,BRTON-WM-FOO,Specialty,TVs,Sony,FALSE,Active,$55.71,$106.51,Fair,A,Functional,,RTV Liquidate,,,N,2026-08-18
TRG00423,00100000423,Item 423 Monitors,BRTON-WM-BAR,Open Box Returns,Monitors,Dell,FALSE,Active,$90.70,$219.34,Fair,A,Functional,,Non RTV,,,N,2026-09-14
TRG00424,00100000424,Item 424 Computers,BRTON-WM-FOO,Open Box Returns,Computers,Dell,FALSE,Active,$112.84,$72.66,Fair,B,Functional,,Non RTV,,,N,2026-09-01
TRG00425,00100000425,Item 425 Monitors,DALLX-HEADPHONES,Walmart Computer Parts (Finished),Monitors,HP,FALSE,Active,$169.84,$163.67,Damaged,A,Functional,,RTV Liquidate,,,N,2026-08-19
TRG00425,00100000425,Item 425 duplicate last,DALLX-HEADPHONES,Walmart Computer Parts (Finished),Monitors,Dell,FALSE,Active,$169.84,$163.67,Damaged,A,Functional,,RTV Liquidate,,,N,2026-08-19
TRG00426,00100000426,Item 426 Accessories,BRTON-WM-FOO,Walmart Computer Parts (Finished),Accessories,Lenovo,FALSE,Active,$248.06,$238.17,Fair,C,Functional,,RTV Liquidate,,,Y,2026-09-04
TRG00427,00100000427,Item 427 Monitors,BRTON-WM-BAR,Walmart Monitors (Finished),Monitors,HP,FALSE,Active,$175.70,$212.35,Damaged,A,Functional,,Non RTV,,,N,2026-09-15
TRG00428,00100000428,Item 428 TVs,DALLX-HEADPHONES,Walmart Monitors (Finished),TVs,Samsung,FALSE,Active,$160.61,$195.60,Very Good,C,Functional,PAL-5,RTV Liquidate,,,N,2026-08-28
TRG00429,00100000429,Item 429 TVs,MIAFL-HEAD-OFFICE,Walmart Finished Goods Wide Sku (Finished),TVs,Sony,FALSE,Active,$57.41,$108.02,Very Good,A,Functional,,,,,N,2026-09-14
TRG00430,00100000430,Item 430 TVs,MIAFL-HEAD-OFFICE,Walmart Computer Parts (Finished),TVs,HP,FALSE,Active,$145.55,$208.62,Damaged,C,Functional,,,,,N,2026-08-06
TRG00431,00100000431,Item 431 Headphones,MIAFL-HEAD-OFFICE,Warehouse Direct,Headphones,HP,FALSE,Active,$64.20,$269.02,Very Good,B,Functional,PAL-6,,,,Y,2026-08-09
TRG00432,00100000432,Item 432 Monitors,BRTON-WM-FOO,Walmart Computer Parts (Finished),Monitors,Samsung,FALSE,Active,$253.60,$100.79,Good,B,Functional,PAL-30,RTV Liquidate,,,N,2026-08-24
TRG00433,00100000433,Item 433 Computers,PHXAZ-RETURNS,Walmart Headphones & Speakers (Not Apple) (Finished),Computers,Lenovo,FALSE,Active,$98.59,$74.21,Very Good,A,Functional,,Non RTV,,,Y,2026-09-04
TRG00434,00100000434,Item 434 Accessories,PHXAZ-RETURNS,Walmart Monitors (Finished),Accessories,Sony,FALSE,Active,$157.23,$116.04,Damaged,A,Functional,,RTV Liquidate,,,N,2026-09-12
TRG00435,00100000435,Item 435 Monitors,WFS-OVERFLOW,Specialty,Monitors,HP,FALSE,Active,$62.32,$189.44,Fair,B,Functional,,Research,,,N,2026-09-03
TRG00436,00100000436,Item 436 Computers,DALLX-HEADPHONES,Warehouse Direct,Computers,Sony,FALSE,Active,$139.99,$91.70,Very Good,A,Functional,,RTV Liquidate,,,N,2026-08-14
TRG00437,00100000437,Item 437 Monitors,DALLX-HEADPHONES,Specialty,Monitors,Samsung,FALSE,Active,$49.53,$159.33,Very Good,B,Functional,,Return to Stock,,,N,2026-09-12
TRG00438,00100000438,Item 438 Headphones,BRTON-WM-FOO,Walmart Computers Parts (Finished),Headphones,Samsung,FALSE,Active,$116.88,$47.28,Fair,C,Functional,PAL-48,RTV Liquidate,,,Y,2026-09-05
TRG00439,00100000439,Item 439 Computers,MILON-WM-DOTCA-RTV,Walmart Computer Parts (Finished),Computers,HP,FALSE,Active,$155.52,$210.64,Damaged,B,Functional,,,,,Y,2026-08-19
TRG00440,00100000440,Item 440 Computers,BRTON-WM-BAR,Walmart Computers Parts (Finished),Computers,HP,FALSE,Active,$67.14,$267.92,Fair,B,Functional,PAL-47,RTV Approved,,,Y,2026-08-27
TRG00441,00100000441,Item 441 Computers,DALLX-HEADPHONES,Walmart Computers Parts (Finished),Computers,HP,FALSE,Active,$65.66,$149.53,Damaged,C,Functional,PAL-50,Non RTV,,,N,2026-09-12
TRG00442,00100000442,Item 442 Headphones,BRTON-WM-BAR,Walmart Computer Parts (Finished),Headphones,HP,FALSE,Active,$169.49,$160.01,Good,B,Functional,PAL-70,,,,N,2026-09-14
TRG00442,00100000442,Item 442 duplicate last,BRTON-WM-BAR,Walmart Computer Parts (Finished),Headphones,Dell,FALSE,Active,$169.49,$160.01,Good,B,Functional,PAL-70,,,,N,2026-09-14
TRG00443,00100000443,Item 443 Accessories,PHXAZ-RETURNS,Walmart Monitors (Finished),Accessories,Sony,FALSE,Active,$114.52,$34.40,Very Good,A,Functional,,RTV Liquidate,,,N,2026-08-09
TRG00444,00100000444,Item 444 Headphones,BRTON-LENOVO-DC-400,Walmart Computer Parts (Finished),Headphones,Samsung,FALSE,Active,$133.96,$216.20,Very Good,A,Functional,,,,,Y,2026-08-07
TRG00445,00100000445,Item 445 Computers,PHXAZ-RETURNS,Walmart Computers Parts (Finished),Computers,Sony,FALSE,Active,$207.59,$175.77,Damaged,C,Functional,PAL-41,,,,N,2026-09-13
TRG00446,00100000446,Item 446 Accessories,MIAFL-HEAD-OFFICE,Walmart Monitors (Finished),Accessories,Sony,FALSE,Active,$150.40,$216.46,Damaged,B,Functional,,RTV Liquidate,,,N,2026-09-11
TRG00447,00100000447,Item 447 Accessories,PHXAZ-RETURNS,Warehouse Direct,Accessories,Dell,FALSE,Active,$108.35,$46.00,Very Good,C,Functional,,RTV Liquidate,,,Y,2026-08-07
TRG00448,00100000448,Item 448 Accessories,MIAFL-HEAD-OFFICE,Walmart Computer Parts (Finished),Accessories,Samsung,FALSE,Active,$128.93,$197.51,Damaged,B,Functional,,RTV Liquidate,,,N,2026-08-11
TRG00449,00100000449,Item 449 Accessories,DALLX-HEADPHONES,Warehouse Direct,Accessories,HP,FALSE,Active,$133.25,$231.04,Fair,A,Functional,PAL-75,,,,Y,2026-08-23
TRG00450,00100000450,Item 450 TVs,DALLX-HEADPHONES,Open Box Returns,TVs,Samsung,FALSE,Active,$236.02,$102.77,Damaged,B,Functional,,,,,N,2026-09-15
TRG00451,00100000451,Item 451 Monitors,DS-MONTERREY,Specialty,Monitors,Samsung,FALSE,Active,$166.11,$71.31,Damaged,B,Functional,,RTV Liquidate,,,N,2026-08-14
TRG00452,00100000452,Item 452 Headphones,DALLX-HEADPHONES,Open Box Returns,Headphones,Lenovo,FALSE,Active,$93.22,$166.51,Very Good,B,Functional,PAL-11,RTV Liquidate,,,N,2026-08-18
TRG00453,00100000453,Item 453 Accessories,DALLX-HEADPHONES,Walmart Computer Parts (Finished),Accessories,HP,FALSE,Active,$106.10,$71.46,Damaged,A,Functional,,RTV Liquidate,,,Y,2026-08-06
TRG00454,00100000454,Item 454 TVs,DALLX-HEADPHONES,Walmart Headphones & Speakers (Not Apple) (Finished),TVs,HP,FALSE,Active,$124.69,$204.54,Very Good,C,Functional,,Non RTV,,,N,2026-08-30
TRG00455,00100000455,Item 455 Accessories,BRTON-WM-BAR,Warehouse Direct,Accessories,Sony,FALSE,Active,$179.39,$103.37,Damaged,C,Functional,,,,,N,2026-08-17
TRG00456,00100000456,Item 456 Accessories,WFS-OVERFLOW,Warehouse Direct,Accessories,HP,FALSE,Active,$121.08,$211.30,Fair,B,Functional,,RTV Liquidate,,,N,2026-09-06
TRG00457,00100000457,Item 457 Computers,BRTON-WM-BAR,Walmart Finished Goods Wide Sku (Finished),Computers,HP,FALSE,Active,$176.75,$120.07,Fair,B,Functional,,,,,N,2026-08-17
TRG00458,00100000458,Item 458 Tablets,MILON-WM-DOTCA-RTV,Walmart Headphones & Speakers (Not Apple) (Finished),Tablets,Samsung,FALSE,Active,$118.10,$129.62,Very Good,B,Functional,,RTV Liquidate,,,N,2026-09-06
TRG00459,00100000459,Item 459 Tablets,BRTON-WM-FOO,Warehouse Direct,Tablets,Dell,FALSE,Active,$181.40,$32.88,Fair,B,Functional,,,,,N,2026-08-26
TRG00459,00100000459,Item 459 duplicate last,BRTON-WM-FOO,Warehouse Direct,Tablets,Dell,FALSE,Active,$181.40,$32.88,Fair,B,Functional,,,,,N,2026-08-26
TRG00460,00100000460,Item 460 Computers,WFS-OVERFLOW,Warehouse Direct,Computers,HP,FALSE,Active,$104.38,$68.21,Fair,A,Functional,,Non RTV,,,N,2026-08-20
TRG00461,00100000461,Item 461 Monitors,MIAFL-HEAD-OFFICE,Walmart Headphones & Speakers (Not Apple) (Finished),Monitors,Lenovo,FALSE,Active,$60.09,$156.34,Very Good,A,Functional,PAL-78,,,,N,2026-09-06
TRG00462,00100000462,Item 462 Accessories,BRTON-WM-FOO,Walmart Monitors (Finished),Accessories,Dell,FALSE,Active,$98.80,$99.89,Very Good,A,Functional,PAL-20,Non RTV,,,N,2026-08-22
TRG00463,00100000463,Item 463 Computers,BRTON-WM-FOO,Open Box Returns,Computers,Samsung,FALSE,Active,$234.35,$217.95,Good,A,Functional,,RTV Approved,,,N,2026-08-07
TRG00464,00100000464,Item 464 Computers,WFS-OVERFLOW,Specialty,Computers,Samsung,FALSE,Active,$182.54,$158.49,Good,C,Functional,,,,,N,2026-09-12
TRG00465,00100000465,Item 465 TVs,MILON-WM-DOTCA-RTV,Walmart Computers Parts (Finished),TVs,Lenovo,FALSE,Active,$224.21,$59.18,Very Good,B,Functional,,RTV Approved,,,N,2026-09-14
TRG00466,00100000466,Item 466 Tablets,MILON-WM-DOTCA-RTV,Walmart Computers Parts (Finished),Tablets,Sony,FALSE,Active,$244.90,$116.89,Fair,B,Functional,,Non RTV,,,N,2026-08-23
TRG00467,00100000467,Item 467 Headphones,WFS-OVERFLOW,Walmart Headphones & Speakers (Not Apple) (Finished),Headphones,Lenovo,FALSE,Active,$181.01,$64.13,Very Good,C,Functional,PAL-6,Return to Stock,,,Y,2026-09-04
TRG00468,00100000468,Item 468 Computers,WFS-OVERFLOW,Open Box Returns,Computers,HP,TRUE,Active,$92.11,$162.93,Very Good,B,Functional,PAL-29,Non RTV,,,N,2026-08-25
TRG00469,00100000469,Item 469 TVs,MILON-WM-DOTCA-RTV,Walmart Finished Goods Wide Sku (Finished),TVs,HP,FALSE,Active,$41.60,$195.24,Very Good,B,Functional,,RTV Liquidate,,,N,2026-08-28
TRG00470,00100000470,Item 470 TVs,DALLX-HEADPHONES,Specialty,TVs,HP,FALSE,Active,$249.90,$113.25,Fair,B,Functional,PAL-79,RTV Liquidate,,,Y,2026-09-15
TRG00471,00100000471,Item 471 Headphones,BRTON-WM-BAR,Walmart Finished Goods Wide Sku (Finished),Headphones,HP,FALSE,Active,$207.26,$196.75,Very Good,A,Functional,PAL-10,Research,,,N,2026-08-28
TRG00472,00100000472,Item 472 Headphones,PHXAZ-RETURNS,Specialty,Headphones,Samsung,FALSE,Active,$154.89,$122.69,Good,A,Functional,,RTV Liquidate,,,Y,2026-08-24
TRG00473,00100000473,Item 473 Monitors,BRTON-WM-FOO,Walmart Computers Parts (Finished),Monitors,HP,FALSE,Active,$203.95,$182.41,Fair,A,Functional,,Non RTV,,,Y,2026-09-14
TRG00474,00100000474,Item 474 Monitors,MIAFL-HEAD-OFFICE,Open Box Returns,Monitors,Sony,FALSE,Active,$55.05,$109.26,Fair,C,Functional,PAL-24,,,,Y,2026-08-21
TRG00475,00100000475,Item 475 Accessories,BRTON-WM-BAR,Walmart Headphones & Speakers (Not Apple) (Finished),Accessories,Sony,TRUE,Active,$159.57,$248.25,Damaged,A,Functional,,RTV Approved,,,N,2026-08-15
TRG00476,00100000476,Item 476 Accessories,DALLX-HEADPHONES,Walmart Headphones & Speakers (Not Apple) (Finished),Accessories,Dell,FALSE,Active,$130.19,$32.75,Very Good,A,Functional,,Non RTV,,,N,2026-09-15
TRG00476,00100000476,Item 476 duplicate last,DALLX-HEADPHONES,Walmart Headphones & Speakers (Not Apple) (Finished),Accessories,Dell,FALSE,Active,$130.19,$32.75,Very Good,A,Functional,,Non RTV,,,N,2026-09-15
TRG00477,00100000477,Item 477 TVs,WFS-OVERFLOW,Open Box Returns,TVs,Samsung,FALSE,Active,$253.56,$208.61,Good,B,Functional,,Research,,,N,2026-08-30
TRG00478,00100000478,Item 478 Tablets,MILON-WM-DOTCA-RTV,Walmart Finished Goods Wide Sku (Finished),Tablets,Dell,FALSE,Active,$139.15,$154.51,Damaged,B,Functional,PAL-35,,,,N,2026-08-27
TRG00479,00100000479,Item 479 TVs,DALLX-HEADPHONES,Specialty,TVs,Sony,FALSE,Active,$118.21,$201.59,Fair,C,Functional,,Research,,,N,2026-08-12
TRG00480,00100000480,Item 480 TVs,DALLX-HEADPHONES,Walmart Finished Goods Wide Sku (Finished),TVs,Samsung,TRUE,Active,$119.25,$202.59,Fair,A,Functional,,,,,Y,2026-09-06
TRG00481,00100000481,Item 481 Monitors,BRTON-LENOVO-DC-400,Open Box Returns,Monitors,Sony,TRUE,Active,$188.62,$233.46,Damaged,C,Functional,PAL-37,,,,N,2026-08-15
TRG00482,00100000482,Item 482 TVs,WFS-OVERFLOW,Walmart Finished Goods Wide Sku (Finished),TVs,HP,FALSE,Active,$178.36,$61.49,Fair,C,Functional,PAL-50,Non RTV,,,N,2026-09-05
TRG00483,00100000483,Item 483 Tablets,WFS-OVERFLOW,Walmart Computer Parts (Finished),Tablets,Sony,FALSE,Active,$41.58,$75.25,Fair,A,Functional,,,,,N,2026-08-09
TRG00484,00100000484,Item 484 Tablets,PHXAZ-RETURNS,Walmart Computer Parts (Finished),Tablets,Lenovo,FALSE,Active,$42.86,$116.16,Very Good,A,Functional,,Non RTV,,,N,2026-08-19
TRG00485,00100000485,Item 485 Headphones,MILON-WM-DOTCA-RTV,Walmart Computers Parts (Finished),Headphones,Dell,FALSE,Active,$56.36,$239.38,Very Good,C,Functional,,RTV Liquidate,,,N,2026-09-04
TRG00486,00100000486,Item 486 Computers,MILON-WM-DOTCA-RTV,Walmart Finished Goods Wide Sku (Finished),Computers,Samsung,FALSE,Active,$151.89,$85.29,Very Good,C,Functional,PAL-64,,,,N,2026-09-04
TRG00487,00100000487,Item 487 Monitors,WFS-OVERFLOW,Walmart Finished Goods Wide Sku (Finished),Monitors,Samsung,FALSE,Active,$236.76,$123.58,Fair,C,Functional,,RTV Liquidate,,,Y,2026-08-15
TRG00488,00100000488,Item 488 TVs,PHXAZ-RETURNS,Walmart Computers Parts (Finished),TVs,Sony,FALSE,Active,$205.33,$197.51,Damaged,B,Functional,,RTV Liquidate,,,Y,2026-08-10
TRG00489,00100000489,Item 489 TVs,BRTON-WM-BAR,Walmart Monitors (Finished),TVs,HP,FALSE,Active,$144.72,$177.01,Fair,B,Functional,PAL-48,RTV Liquidate,,,N,2026-08-12
TRG00490,00100000490,Item 490 Computers,DALLX-HEADPHONES,Walmart Headphones & Speakers (Not Apple) (Finished),Computers,Dell,FALSE,Active,$89.97,$81.96,Good,C,Functional,,RTV Liquidate,,,N,2026-08-09
TRG00491,00100000491,Item 491 Tablets,WFS-OVERFLOW,Open Box Returns,Tablets,Lenovo,FALSE,Active,$228.40,$41.53,Very Good,A,Functional,PAL-2,Return to Stock,,,N,2026-08-16
TRG00492,00100000492,Item 492 Monitors,DS-MONTERREY,Walmart Computer Parts (Finished),Monitors,HP,FALSE,Active,$48.30,$50.35,Good,A,Functional,,RTV,,,N,2026-08-17
TRG00493,00100000493,Item 493 TVs,PHXAZ-RETURNS,Walmart Computer Parts (Finished),TVs,Sony,FALSE,Active,$44.73,$163.20,Fair,C,Functional,,RTV Liquidate,,,N,2026-08-31
TRG00493,00100000493,Item 493 duplicate last,PHXAZ-RETURNS,Walmart Computer Parts (Finished),TVs,Dell,FALSE,Active,$44.73,$163.20,Fair,C,Functional,,RTV Liquidate,,,N,2026-08-31
TRG00494,00100000494,Item 494 TVs,MILON-WM-DOTCA-RTV,Walmart Headphones & Speakers (Not Apple) (Finished),TVs,Lenovo,FALSE,Active,$239.05,$31.48,Damaged,C,Functional,PAL-35,RTV Liquidate,,,N,2026-09-11
TRG00495,00100000495,Item 495 Tablets,MILON-WM-DOTCA-RTV,Warehouse Direct,Tablets,Lenovo,FALSE,Active,$185.24,$160.72,Good,A,Functional,,RTV Liquidate,,,N,2026-09-15
TRG00496,00100000496,Item 496 Tablets,PHXAZ-RETURNS,Walmart Computer Parts (Finished),Tablets,HP,FALSE,Active,$77.37,$94.83,Fair,A,Functional,PAL-47,RTV Liquidate,,,N,2026-08-19
TRG00497,00100000497,Item 497 TVs,WFS-OVERFLOW,Walmart Computers Parts (Finished),TVs,Sony,FALSE,Active,$96.17,$159.47,Fair,C,Functional,PAL-17,Research,,,N,2026-08-24
TRG00498,00100000498,Item 498 TVs,WFS-OVERFLOW,Open Box Returns,TVs,Lenovo,FALSE,Active,$220.68,$69.76,Fair,B,Functional,,Non RTV,,,N,2026-08-23
TRG00499,00100000499,Item 499 Computers,BRTON-WM-BAR,Walmart Computer Parts (Finished),Computers,Samsung,FALSE,Active,$118.81,$190.67,Damaged,B,Functional,,,,,N,2026-09-06
TRG00500,00100000500,Item 500 Accessories,WFS-OVERFLOW,Walmart Monitors (Finished),Accessories,HP,FALSE,Active,$88.77,$104.95,Good,A,Functional,,RTV Liquidate,,,Y,2026-09-07
